City_ID,City,Cloudiness,Country,Current Description,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
450,Vila Velha,75,BR,broken clouds,2022-02-10 02:38:44,86,-20.3297,-40.2925,75.15,6.91
451,Bassar,0,TG,clear sky,2022-02-10 02:42:28,19,9.25,0.7833,71.26,1.68
452,Sabang,100,ID,overcast clouds,2022-02-10 02:42:28,74,5.8933,95.3214,81.66,13.4
453,Tanout,52,NE,broken clouds,2022-02-10 02:42:28,9,14.9709,8.8879,60.71,12.66
454,Colon,20,PA,few clouds,2022-02-10 02:42:29,85,9.3592,-79.9014,78.82,8.93
455,Toamasina,75,MG,broken clouds,2022-02-10 02:42:29,94,-18.1667,49.3833,78.8,4.61
456,Xining,98,CN,overcast clouds,2022-02-10 02:42:30,81,36.6167,101.7667,18.93,2.19
457,Erdaojiang,11,CN,few clouds,2022-02-10 02:42:31,70,41.7764,126.0319,28.8,1.5
458,Darab,0,IR,clear sky,2022-02-10 02:42:31,40,28.7519,54.5444,47.1,1.86
459,Codrington,95,AU,overcast clouds,2022-02-10 02:39:49,54,-38.2667,141.9667,66.54,14.32
460,Santa Maria,0,BR,clear sky,2022-02-10 02:42:32,78,-29.6842,-53.8069,69.1,11.5
461,Sydney,0,AU,clear sky,2022-02-10 02:41:01,51,-33.8679,151.2073,95.77,9.22
462,Nalut,3,LY,clear sky,2022-02-10 02:42:32,67,30.3333,10.85,42.78,12.26
463,Tervel,2,BG,clear sky,2022-02-10 02:42:33,78,43.75,27.4,33.57,6.13
464,Saint-Paul,62,RE,broken clouds,2022-02-10 02:42:34,80,-21.0096,55.2707,75.31,2.93
465,Catabola,100,AO,overcast clouds,2022-02-10 02:42:34,93,-12.15,17.2833,59.9,0.85
466,Meulaboh,100,ID,light rain,2022-02-10 02:42:35,87,4.1363,96.1285,75.67,8.43
467,Ust-Kulom,100,RU,light snow,2022-02-10 02:42:35,94,61.6864,53.6902,21.02,9.17
468,Anahuac,81,MX,broken clouds,2022-02-10 02:43:36,36,27.2333,-100.15,61.21,10.69
469,Grand Gaube,91,MU,overcast clouds,2022-02-10 02:43:36,76,-20.0064,57.6608,74.37,7.38
470,Kandi,27,BJ,scattered clouds,2022-02-10 02:43:37,14,11.1342,2.9386,71.56,5.32
471,Janakpur,7,NP,clear sky,2022-02-10 02:43:38,60,26.7183,85.9065,64.6,4.38
472,Caravelas,80,BR,broken clouds,2022-02-10 02:43:39,89,-17.7125,-39.2481,75.92,4.85
473,Riyadh,0,SA,clear sky,2022-02-10 02:43:40,32,24.6877,46.7219,53.74,9.73
474,Umm Kaddadah,1,SD,clear sky,2022-02-10 02:43:40,19,13.6017,26.6876,60.8,15.28
475,Saint-Georges,75,GD,broken clouds,2022-02-10 02:43:41,94,12.0564,-61.7485,74.88,17.27
476,Omboue,100,GA,overcast clouds,2022-02-10 02:43:41,90,-1.5746,9.2618,78.46,6.15
477,Coihaique,0,CL,clear sky,2022-02-10 02:43:42,66,-45.5752,-72.0662,50.61,3.44
478,Raga,7,SS,clear sky,2022-02-10 02:43:42,24,8.4596,25.678,67.44,3.91
479,Kahului,40,US,scattered clouds,2022-02-10 02:43:43,65,20.8947,-156.47,82.42,17.27
480,La Cruz,96,MX,overcast clouds,2022-02-10 02:43:43,65,23.9167,-106.9,62.58,4.97
481,Kanye,6,BW,clear sky,2022-02-10 02:43:44,49,-24.9667,25.3327,67.39,3.36
482,Rio Grande,0,BR,clear sky,2022-02-10 02:43:44,66,-32.035,-52.0986,67.95,13.96
483,Yelniki,100,RU,overcast clouds,2022-02-10 02:43:45,97,54.6207,43.876,14.29,3.11
484,Kent,100,GB,overcast clouds,2022-02-10 02:41:17,96,51.1667,0.6667,48.33,3.0
485,Camacari,0,BR,clear sky,2022-02-10 02:43:28,91,-12.6975,-38.3242,83.97,4.32
486,Calvia,0,ES,clear sky,2022-02-10 02:43:46,78,39.5657,2.5062,42.93,5.41
487,Voh,100,NC,overcast clouds,2022-02-10 02:43:46,93,-20.9667,164.7,80.28,16.11
488,Sungaipenuh,95,ID,overcast clouds,2022-02-10 02:43:47,49,-2.0833,101.3833,72.36,0.76
489,Nemuro,5,JP,clear sky,2022-02-10 02:43:47,68,43.3236,145.575,27.03,4.03
490,Kawalu,100,ID,overcast clouds,2022-02-10 02:43:47,91,-7.3817,108.2082,74.66,1.92
491,Puerto El Triunfo,73,SV,broken clouds,2022-02-10 02:43:48,62,13.2833,-88.55,81.52,4.54
492,Obo,28,CF,scattered clouds,2022-02-10 02:43:49,30,5.3998,26.4869,69.49,2.93
493,Darovskoy,100,RU,snow,2022-02-10 02:43:49,98,58.77,47.9564,22.15,4.21
494,Uarini,98,BR,overcast clouds,2022-02-10 02:43:50,98,-2.99,-65.1083,73.17,2.19
495,Mwinilunga,100,ZM,light rain,2022-02-10 02:43:50,99,-11.7358,24.4293,60.22,0.96
496,Mount Isa,40,AU,scattered clouds,2022-02-10 02:43:51,32,-20.7333,139.5,96.57,6.91
497,Thinadhoo,28,MV,scattered clouds,2022-02-10 02:43:52,73,0.5333,72.9333,81.63,10.09
498,Camacha,0,PT,clear sky,2022-02-10 02:43:53,88,33.0833,-16.3333,62.02,8.05
499,Blama,0,SL,clear sky,2022-02-10 02:43:53,98,7.8736,-11.3433,71.11,0.92
500,Felipe Carrillo Puerto,3,MX,clear sky,2022-02-10 02:43:53,91,19.5833,-88.05,65.75,3.83
501,Gbarnga,7,LR,clear sky,2022-02-10 02:43:54,99,6.9956,-9.4722,68.92,1.23
502,Redlands,0,US,clear sky,2022-02-10 02:39:13,15,34.0556,-117.1825,76.68,12.66
503,Albion,100,US,light snow,2022-02-10 02:43:55,85,42.2431,-84.753,36.19,8.05
504,Kendal,92,GB,overcast clouds,2022-02-10 02:43:55,87,54.3268,-2.7476,39.72,12.39
505,Tiksi,99,RU,overcast clouds,2022-02-10 02:43:56,93,71.6872,128.8694,-12.62,13.82
506,Ostrovnoy,96,RU,overcast clouds,2022-02-10 02:43:57,87,68.0531,39.5131,23.36,22.48
507,Parainen,5,FI,clear sky,2022-02-10 02:43:57,84,60.3067,22.301,33.15,10.92
508,Los Llanos De Aridane,0,ES,clear sky,2022-02-10 02:43:58,43,28.6585,-17.9182,67.75,5.75
509,Bilma,0,NE,clear sky,2022-02-10 02:43:59,37,18.6853,12.9164,57.04,12.26
510,Sept-Iles,75,CA,broken clouds,2022-02-10 02:41:17,89,50.2001,-66.3821,29.05,5.99
511,Gazojak,11,TM,few clouds,2022-02-10 02:44:00,62,41.1875,61.4036,37.2,11.61
512,Russell,0,US,clear sky,2022-02-10 02:44:00,65,32.3502,-85.1999,51.03,0.0
513,Gua Musang,100,MY,overcast clouds,2022-02-10 02:44:01,85,4.8823,101.9644,77.86,1.39
514,Port Macquarie,0,AU,clear sky,2022-02-10 02:45:01,45,-31.4333,152.9167,88.9,7.58
515,Kiama,45,AU,scattered clouds,2022-02-10 02:45:02,57,-34.6833,150.8667,93.0,8.75
516,Centralia,0,US,clear sky,2022-02-10 02:45:02,91,46.7162,-122.9543,51.37,0.0
517,Baykit,96,RU,overcast clouds,2022-02-10 02:45:03,93,61.67,96.37,-7.46,2.06
518,Pithoragarh,1,IN,clear sky,2022-02-10 02:45:03,75,29.5833,80.2167,37.96,2.62
519,Vaitape,87,PF,light rain,2022-02-10 02:45:04,75,-16.5167,-151.75,81.34,13.22
520,Hami,100,CN,overcast clouds,2022-02-10 02:45:04,36,42.8,93.45,28.08,6.8
521,Nuuk,100,GL,overcast clouds,2022-02-10 02:41:33,93,64.1835,-51.7216,21.81,8.05
522,Pagudpud,5,PH,clear sky,2022-02-10 02:45:05,67,18.5616,120.7868,84.16,14.97
523,Kalevala,100,RU,light snow,2022-02-10 02:45:06,97,65.2,31.1667,24.58,6.38
524,Yar-Sale,58,RU,broken clouds,2022-02-10 02:45:06,97,66.8333,70.8333,0.34,12.48
525,Asmara,10,ER,clear sky,2022-02-10 02:45:06,62,15.3333,38.9333,54.25,1.68
526,Molteno,0,ZA,clear sky,2022-02-10 02:45:07,75,-31.3968,26.3625,58.41,1.63
527,Nioro,26,GM,scattered clouds,2022-02-10 02:45:08,11,13.35,-15.75,73.89,5.57
528,Gorzow Wielkopolski,100,PL,overcast clouds,2022-02-10 02:45:08,77,52.7368,15.2288,47.59,4.0
529,Boa Vista,0,BR,clear sky,2022-02-10 02:45:08,58,2.8197,-60.6733,84.18,4.61
530,Kempen,100,DE,overcast clouds,2022-02-10 02:45:09,94,51.3667,6.4167,47.8,3.44
531,Yemtsa,94,RU,overcast clouds,2022-02-10 02:45:09,96,63.0734,40.3329,20.82,6.91
532,Sambava,100,MG,overcast clouds,2022-02-10 02:45:10,91,-14.2667,50.1667,75.51,5.08
533,Siquijor,100,PH,overcast clouds,2022-02-10 02:45:10,82,9.2142,123.515,79.86,20.24
534,Havoysund,96,NO,overcast clouds,2022-02-10 02:45:10,80,70.9963,24.6622,22.08,9.8
535,Komatipoort,2,ZA,clear sky,2022-02-10 02:45:11,97,-25.4332,31.9548,72.05,1.68
536,Tautira,34,PF,light rain,2022-02-10 02:45:11,78,-17.7333,-149.15,84.22,15.21
537,Yumen,100,CN,overcast clouds,2022-02-10 02:45:12,38,40.2833,97.2,24.8,14.05
538,Kaitangata,77,NZ,broken clouds,2022-02-10 02:45:12,85,-46.2817,169.8464,68.94,4.05
539,Coyah,42,GN,scattered clouds,2022-02-10 02:45:13,88,9.75,-13.4167,68.27,3.94
540,Palu,99,ID,overcast clouds,2022-02-10 02:45:13,72,-0.8917,119.8707,84.2,3.44
541,Saint-Pierre,0,RE,clear sky,2022-02-10 02:40:32,64,-21.3393,55.4781,74.88,8.05
542,Brigantine,0,US,clear sky,2022-02-10 02:45:14,83,39.4101,-74.3646,43.0,8.05
543,Quelimane,0,MZ,clear sky,2022-02-10 02:45:14,88,-17.8786,36.8883,76.95,0.0
544,Saint-Augustin,44,CA,scattered clouds,2022-02-10 02:45:14,85,51.226,-58.6502,21.52,10.58
545,Whitehorse,40,CA,scattered clouds,2022-02-10 02:42:48,75,60.7161,-135.0538,38.01,13.8
546,Half Moon Bay,20,US,few clouds,2022-02-10 02:45:15,51,37.4636,-122.4286,66.34,5.75
547,Worland,100,US,overcast clouds,2022-02-10 02:45:16,56,44.0169,-107.9554,39.65,8.05
548,Key Largo,93,US,overcast clouds,2022-02-10 02:44:47,78,25.0865,-80.4473,62.01,14.32
549,Yuzhno-Kurilsk,47,RU,scattered clouds,2022-02-10 02:45:17,67,44.0306,145.8556,26.44,5.93
550,Toguchin,7,RU,clear sky,2022-02-10 02:45:17,93,55.2353,84.3858,-12.05,6.55
551,Baghdad,75,IQ,broken clouds,2022-02-10 02:41:19,39,33.3406,44.4009,60.71,21.85
552,Kodinsk,69,RU,broken clouds,2022-02-10 02:45:18,97,58.6881,99.1844,-14.04,2.13
553,Amambai,9,BR,clear sky,2022-02-10 02:45:18,52,-23.1042,-55.2258,66.83,3.4
554,Yeppoon,6,AU,clear sky,2022-02-10 02:40:20,57,-23.1333,150.7333,87.58,13.24
555,Santa Cruz De La Palma,0,ES,clear sky,2022-02-10 02:45:19,43,28.6835,-17.7642,71.74,5.75
556,Kalabo,100,ZM,overcast clouds,2022-02-10 02:45:20,94,-14.97,22.6814,65.82,3.65
557,Tirat Karmel,76,IL,broken clouds,2022-02-10 02:45:20,70,32.7617,34.9719,52.63,25.05
558,Alekseyevka,99,RU,light snow,2022-02-10 02:46:20,85,50.6309,38.6903,31.33,13.24
559,Hervey Bay,0,AU,clear sky,2022-02-10 02:46:21,49,-25.2986,152.8535,87.04,8.01
560,Sao Joao Do Paraiso,100,BR,overcast clouds,2022-02-10 02:46:21,81,-15.3136,-42.0144,65.79,2.08
561,Alyangula,75,AU,broken clouds,2022-02-10 02:46:22,74,-13.8483,136.4192,89.47,10.36
562,Bose,50,IT,scattered clouds,2022-02-10 02:46:22,67,45.4612,8.0137,44.74,2.48
563,Laramie,100,US,overcast clouds,2022-02-10 02:42:39,69,41.3114,-105.5911,36.36,21.85
564,Saint-Leu,46,RE,scattered clouds,2022-02-10 02:46:23,77,-21.15,55.2833,74.26,0.4
565,Okhotsk,100,RU,overcast clouds,2022-02-10 02:46:23,75,59.3833,143.3,12.7,10.18
566,Valdivia,100,CL,overcast clouds,2022-02-10 02:46:24,70,-39.8142,-73.2459,60.89,3.09
567,Olinda,40,BR,scattered clouds,2022-02-10 02:46:24,69,-8.0089,-34.8553,82.13,6.91
568,Hofn,58,IS,broken clouds,2022-02-10 02:46:24,71,64.2539,-15.2082,21.25,17.36
569,Camiri,34,BO,scattered clouds,2022-02-10 02:46:25,53,-20.05,-63.5167,66.22,2.13
570,Samana,1,DO,clear sky,2022-02-10 02:46:25,82,19.2056,-69.3369,72.79,7.65
571,Bonthe,0,SL,clear sky,2022-02-10 02:46:26,90,7.5264,-12.505,75.92,0.31
572,Iquitos,75,PE,moderate rain,2022-02-10 02:44:10,100,-3.7481,-73.2472,73.44,3.44
573,Diapaga,3,BF,clear sky,2022-02-10 02:46:26,12,12.0708,1.7889,72.43,7.63
574,Hualmay,60,PE,broken clouds,2022-02-10 02:46:27,82,-11.0964,-77.6139,69.98,7.25
575,Yichun,100,CN,overcast clouds,2022-02-10 02:46:27,82,47.7,128.9,14.92,1.68
576,Anshun,100,CN,overcast clouds,2022-02-10 02:46:28,96,26.25,105.9333,38.7,2.66
577,Kuryk,8,KZ,clear sky,2022-02-10 02:46:28,69,43.2,51.65,38.64,8.81
578,Sao Domingos,100,BR,overcast clouds,2022-02-10 02:46:28,88,-13.3983,-46.3183,70.47,0.45
579,Laiwu,5,CN,clear sky,2022-02-10 02:46:29,61,36.1928,117.6569,41.61,5.41
580,Paamiut,100,GL,overcast clouds,2022-02-10 02:46:30,80,61.994,-49.6678,20.7,18.48
581,Tuy Hoa,74,VN,broken clouds,2022-02-10 02:42:54,82,13.0833,109.3,78.46,9.66
582,Vanimo,41,PG,scattered clouds,2022-02-10 02:46:30,72,-2.6741,141.3028,84.27,4.03
583,Floro,100,NO,light intensity shower rain,2022-02-10 02:46:31,87,61.5996,5.0328,37.24,27.63
584,Batagay-Alyta,57,RU,broken clouds,2022-02-10 02:46:31,89,67.8006,130.4114,-20.43,3.49
585,Varghis,100,RO,overcast clouds,2022-02-10 02:46:31,97,46.1333,25.5333,32.72,1.3
586,Khandagayty,98,RU,overcast clouds,2022-02-10 02:46:32,96,50.7333,92.05,-11.2,0.47
587,Radhanpur,0,IN,clear sky,2022-02-10 02:46:32,43,23.8333,71.6,63.03,7.09
588,Kamien Pomorski,100,PL,overcast clouds,2022-02-10 02:46:33,93,53.9685,14.7726,43.5,10.31
589,Fort Nelson,75,CA,broken clouds,2022-02-10 02:45:36,85,58.8053,-122.7002,9.99,3.44
590,Kieta,52,PG,moderate rain,2022-02-10 02:46:34,76,-6.2167,155.6333,84.45,8.52
591,Alice Town,100,BS,overcast clouds,2022-02-10 02:46:34,81,25.7167,-79.3,71.26,18.25
592,Maracas,63,BR,broken clouds,2022-02-10 02:46:34,91,-13.4411,-40.4308,65.59,3.53
593,Dukat,58,RU,broken clouds,2022-02-10 02:46:35,80,62.55,155.55,-10.93,3.33
594,Kropotkin,13,RU,few clouds,2022-02-10 02:46:35,87,45.4375,40.5756,31.42,5.95
595,Roros,75,NO,broken clouds,2022-02-10 02:46:36,80,62.5747,11.3842,26.44,14.97
596,Panzhihua,0,CN,clear sky,2022-02-10 02:46:36,40,26.5851,101.7128,57.6,1.1
597,Tracy,1,US,clear sky,2022-02-10 02:43:03,48,37.7397,-121.4252,64.85,2.75
598,Yarim,5,YE,clear sky,2022-02-10 02:46:37,40,14.298,44.3779,48.87,0.72
599,Ciawi,100,ID,overcast clouds,2022-02-10 02:46:37,79,-7.5117,107.9767,71.55,1.83
600,Oyem,77,GA,broken clouds,2022-02-10 02:46:38,98,1.5995,11.5793,66.69,2.46
601,Traunstein,42,DE,scattered clouds,2022-02-10 02:46:38,83,47.8833,12.65,32.49,4.38
602,Tamiahua,100,MX,overcast clouds,2022-02-10 02:46:39,85,21.2667,-97.45,64.45,5.32
603,San Luis,46,AR,scattered clouds,2022-02-10 02:42:20,36,-33.295,-66.3356,72.97,12.12
604,Waddan,71,LY,broken clouds,2022-02-10 02:46:39,57,29.1614,16.139,50.34,8.84
605,Jalingo,78,NG,broken clouds,2022-02-10 02:46:40,16,8.8833,11.3667,72.0,5.32
606,Elat,0,IL,clear sky,2022-02-10 02:46:40,58,29.5581,34.9482,51.64,9.22
607,Antalaha,61,MG,light rain,2022-02-10 02:47:41,92,-14.9003,50.2788,74.64,4.52
608,Sao Raimundo Nonato,41,BR,scattered clouds,2022-02-10 02:47:41,50,-9.0153,-42.6994,76.24,3.83
609,Pemba,20,MZ,few clouds,2022-02-10 02:47:42,94,-12.974,40.5178,75.9,3.44
610,Isangel,100,VU,moderate rain,2022-02-10 02:47:42,95,-19.55,169.2667,78.35,37.96
611,Nishihara,75,JP,broken clouds,2022-02-10 02:47:42,77,26.1842,127.7558,65.86,19.57
612,Barcelos,8,PT,clear sky,2022-02-10 02:43:10,77,41.5388,-8.6151,50.14,4.36
613,Rio Gallegos,0,AR,clear sky,2022-02-10 02:47:43,46,-51.6226,-69.2181,50.05,12.66
614,Gat,89,IL,overcast clouds,2022-02-10 02:47:44,100,31.61,34.7642,48.4,19.57
615,Caraballeda,20,VE,few clouds,2022-02-10 02:47:44,83,10.6112,-66.8522,77.07,0.0
616,Coffs Harbour,0,AU,clear sky,2022-02-10 02:46:10,38,-30.3,153.1333,88.12,6.91
617,Emmett,43,US,scattered clouds,2022-02-10 02:47:18,71,43.8735,-116.4993,41.68,4.81
618,Jishou,100,CN,overcast clouds,2022-02-10 02:47:45,89,28.3167,109.7167,40.19,1.81
619,Baldone,57,LV,broken clouds,2022-02-10 02:47:45,84,56.7428,24.3944,37.15,8.9
620,Minsk,99,BY,overcast clouds,2022-02-10 02:47:46,92,53.9,27.5667,37.15,16.02
621,Ilebo,64,CD,broken clouds,2022-02-10 02:47:46,93,-4.3167,20.5833,70.21,2.15
622,Kandalaksha,99,RU,overcast clouds,2022-02-10 02:47:47,97,67.162,32.4123,17.96,4.34
623,Hendrina,3,ZA,clear sky,2022-02-10 02:47:47,80,-26.1588,29.7153,58.28,4.81
624,Shively,100,US,overcast clouds,2022-02-10 02:47:48,57,38.2001,-85.8227,47.01,6.91
625,Juazeirinho,67,BR,broken clouds,2022-02-10 02:47:48,76,-6.8167,-38.05,76.08,7.87
626,Lujan,2,AR,clear sky,2022-02-10 02:47:48,84,-34.5703,-59.105,73.15,1.01
627,Roma,100,US,overcast clouds,2022-02-10 02:47:49,62,43.2128,-75.4557,46.26,8.05
628,Zyryanka,76,RU,broken clouds,2022-02-10 02:47:49,87,65.75,150.85,-24.9,4.09
629,Noumea,100,NC,light rain,2022-02-10 02:44:17,99,-22.2763,166.4572,84.18,20.24
630,Nichinan,71,JP,broken clouds,2022-02-10 02:47:50,65,31.6,131.3667,49.15,4.34
631,Juiz De Fora,100,BR,overcast clouds,2022-02-10 02:47:50,99,-21.7642,-43.3503,63.09,2.3
632,Esfarayen,18,IR,few clouds,2022-02-10 02:47:51,49,37.0765,57.5101,26.26,4.54
633,Cowra,83,AU,broken clouds,2022-02-10 02:47:51,36,-33.8333,148.6833,86.72,1.28
634,Pundaguitan,89,PH,overcast clouds,2022-02-10 02:47:52,78,6.3711,126.1689,81.19,12.17
635,Jimma,76,ET,broken clouds,2022-02-10 02:47:52,61,7.6667,36.8333,64.02,1.59
636,Molodizhne,19,UA,few clouds,2022-02-10 02:47:53,90,48.1773,32.6601,29.89,6.08
637,Baker City,0,US,clear sky,2022-02-10 02:43:38,86,44.7749,-117.8344,45.64,4.61
638,Jaciara,95,BR,overcast clouds,2022-02-10 02:47:53,97,-15.9653,-54.9683,70.23,0.87
639,Tecoanapa,3,MX,clear sky,2022-02-10 02:47:54,75,16.5167,-98.75,76.06,4.32
640,Batemans Bay,38,AU,scattered clouds,2022-02-10 02:47:45,65,-35.7167,150.1833,91.98,8.21
641,Naryan-Mar,100,RU,overcast clouds,2022-02-10 02:47:54,89,67.6713,53.087,14.95,22.28
642,Qasigiannguit,100,GL,overcast clouds,2022-02-10 02:47:55,91,68.8193,-51.1922,10.65,10.78
643,Genhe,99,CN,overcast clouds,2022-02-10 02:47:55,80,50.7833,121.5167,5.2,2.24
644,Brae,97,GB,overcast clouds,2022-02-10 02:47:56,76,60.3964,-1.353,39.11,17.25
645,Beyneu,100,KZ,overcast clouds,2022-02-10 02:47:56,80,45.3167,55.2,31.96,19.75
646,Charlestown,6,AU,clear sky,2022-02-10 02:47:56,56,-32.95,151.6667,93.51,3.0
647,Ucluelet,100,CA,overcast clouds,2022-02-10 02:45:36,93,48.9329,-125.5528,47.08,3.04
648,Yangambi,28,CD,scattered clouds,2022-02-10 02:47:57,93,0.8102,24.4336,68.07,2.44
649,Rawson,100,AR,overcast clouds,2022-02-10 02:47:57,86,-43.3002,-65.1023,64.47,8.52
650,Vestmannaeyjar,97,IS,overcast clouds,2022-02-10 02:47:58,71,63.4427,-20.2734,25.47,16.6
651,Tena,97,EC,overcast clouds,2022-02-10 02:47:58,95,-0.9833,-77.8167,69.3,2.19
652,Limon,8,CR,clear sky,2022-02-10 02:47:59,76,10.0,-83.0333,76.33,1.03
653,Kasongo-Lunda,82,CD,broken clouds,2022-02-10 02:48:59,92,-6.4667,16.8167,68.61,1.52
654,Rockland,33,US,scattered clouds,2022-02-10 02:49:00,84,41.1668,-74.0496,39.83,4.05
655,Stephenville Crossing,100,CA,overcast clouds,2022-02-10 02:47:04,80,48.5,-58.4318,32.13,11.5
656,Shelburne,100,CA,overcast clouds,2022-02-10 02:49:00,89,44.0787,-80.2041,36.05,12.37
657,Birao,36,CF,scattered clouds,2022-02-10 02:49:01,18,10.2849,22.7882,64.54,5.12
658,Beisfjord,100,NO,overcast clouds,2022-02-10 02:49:01,77,68.3751,17.5988,30.25,10.04
659,Tombouctou,0,ML,clear sky,2022-02-10 02:49:02,16,20.0,-3.0,60.91,12.97
660,Yeniseysk,78,RU,broken clouds,2022-02-10 02:49:02,99,58.4497,92.1703,-17.18,0.58
661,Mala,100,PE,overcast clouds,2022-02-10 02:49:03,85,-12.6581,-76.6308,69.69,5.14
662,Matamoros,68,MX,broken clouds,2022-02-10 02:49:03,25,25.5333,-103.25,55.47,3.04
663,Hirado,76,JP,broken clouds,2022-02-10 02:49:04,52,33.3597,129.5531,49.35,15.01
664,Voznesenye,100,RU,light snow,2022-02-10 02:49:04,90,61.0106,35.4781,28.62,10.2
665,Saint Anthony,100,US,overcast clouds,2022-02-10 02:47:01,74,45.0205,-93.218,26.55,19.57
666,Atambua,80,ID,light rain,2022-02-10 02:49:05,79,-9.1061,124.8925,80.82,4.34
667,Kargasok,67,RU,broken clouds,2022-02-10 02:49:05,100,59.0556,80.8572,-20.81,3.47
668,Pimentel,100,PE,overcast clouds,2022-02-10 02:49:06,75,-6.8367,-79.9342,71.49,10.25
669,Rumoi,95,JP,overcast clouds,2022-02-10 02:49:06,77,43.9344,141.6428,27.72,2.42
670,Ombessa,61,CM,broken clouds,2022-02-10 02:49:07,96,4.603,11.2565,67.46,2.04
671,West Bay,20,KY,few clouds,2022-02-10 02:49:07,85,19.3667,-81.4167,78.01,2.3
672,Brenham,0,US,clear sky,2022-02-10 02:49:08,47,30.1669,-96.3977,57.04,0.0
673,Bairiki,40,KI,scattered clouds,2022-02-10 02:49:08,74,1.3292,172.9752,86.0,10.36
674,Ledyard,0,US,clear sky,2022-02-10 02:49:09,90,41.4398,-72.0142,36.1,0.0
675,Evensk,80,RU,broken clouds,2022-02-10 02:49:09,77,61.95,159.2333,-5.19,1.1
676,Aljezur,94,PT,overcast clouds,2022-02-10 02:49:10,73,37.3191,-8.8033,51.93,4.27
